index,x,y
1249,7.100,4.000 
1250,7.200,4.000 
1251,7.300,4.000 
1252,7.400,4.000 
1253,7.500,4.000 
1254,7.600,4.000 
1255,7.700,4.000 
1256,7.800,4.000 
1257,7.900,4.000 
1258,8.100,4.000 
1259,8.200,4.000 
1260,8.300,4.000 
1261,8.400,4.000 
1262,8.500,4.000 
1263,8.600,4.000 
1264,8.700,4.000 
1265,8.800,4.000 
1266,8.900,4.000 
1267,9.100,4.000 
1268,9.200,4.000 
1269,9.300,4.000 
1270,9.400,4.000 
1271,9.500,4.000 
1272,9.600,4.000 
1273,9.700,4.000 
1274,9.800,4.000 
1275,9.900,4.000 
1276,10.000,4.000 
1277,0.000,5.000 
1278,0.100,5.000 
1279,0.200,5.000 
1280,0.300,5.000 
1281,0.400,5.000 
1282,0.500,5.000 
1283,0.600,5.000 
1284,0.700,5.000 
1285,0.800,5.000 
1286,0.900,5.000 
1287,1.100,5.000 
1288,1.200,5.000 
1289,1.300,5.000 
1290,1.400,5.000 
1291,1.500,5.000 
1292,1.600,5.000 
1293,1.700,5.000 
1294,1.800,5.000 
1295,1.900,5.000 
1296,2.100,5.000 
1297,2.200,5.000 
1298,2.300,5.000 
1299,2.400,5.000 
1300,2.500,5.000 
1301,2.600,5.000 
1302,2.700,5.000 
1303,2.800,5.000 
1304,2.900,5.000 
1305,3.100,5.000 
1306,3.200,5.000 
1307,3.300,5.000 
1308,3.400,5.000 
1309,3.500,5.000 
1310,3.600,5.000 
1311,3.700,5.000 
1312,3.800,5.000 
1313,3.900,5.000 
1314,4.100,5.000 
1315,4.200,5.000 
1316,4.300,5.000 
1317,4.400,5.000 
1318,4.500,5.000 
1319,4.600,5.000 
1320,4.700,5.000 
1321,4.800,5.000 
1322,4.900,5.000 
1323,5.100,5.000 
1324,5.200,5.000 
1325,5.300,5.000 
1326,5.400,5.000 
1327,5.500,5.000 
1328,5.600,5.000 
1329,5.700,5.000 
1330,5.800,5.000 
1331,5.900,5.000 
1332,6.100,5.000 
1333,6.200,5.000 
1334,6.300,5.000 
1335,6.400,5.000 
1336,6.500,5.000 
1337,6.600,5.000 
1338,6.700,5.000 
1339,6.800,5.000 
1340,6.900,5.000 
1341,7.100,5.000 
1342,7.200,5.000 
1343,7.300,5.000 
1344,7.400,5.000 
1345,7.500,5.000 
1346,7.600,5.000 
1347,7.700,5.000 
1348,7.800,5.000 
1349,7.900,5.000 
1350,8.100,5.000 
1351,8.200,5.000 
1352,8.300,5.000 
1353,8.400,5.000 
1354,8.500,5.000 
1355,8.600,5.000 
1356,8.700,5.000 
1357,8.800,5.000 
1358,8.900,5.000 
1359,9.100,5.000 
1360,9.200,5.000 
1361,9.300,5.000 
1362,9.400,5.000 
1363,9.500,5.000 
1364,9.600,5.000 
1365,9.700,5.000 
1366,9.800,5.000 
1367,9.900,5.000 
1368,10.000,5.000 
1369,0.000,6.000 
1370,0.100,6.000 
1371,0.200,6.000 
1372,0.300,6.000 
1373,0.400,6.000 
1374,0.500,6.000 
1375,0.600,6.000 
1376,0.700,6.000 
1377,0.800,6.000 
1378,0.900,6.000 
1379,1.100,6.000 
1380,1.200,6.000 
1381,1.300,6.000 
1382,1.400,6.000 
1383,1.500,6.000 
1384,1.600,6.000 
1385,1.700,6.000 
1386,1.800,6.000 
1387,1.900,6.000 
1388,2.100,6.000 
1389,2.200,6.000 
1390,2.300,6.000 
1391,2.400,6.000 
1392,2.500,6.000 
1393,2.600,6.000 
1394,2.700,6.000 
1395,2.800,6.000 
1396,2.900,6.000 
1397,3.100,6.000 
1398,3.200,6.000 
1399,3.300,6.000 
1400,3.400,6.000 
1401,3.500,6.000 
1402,3.600,6.000 
1403,3.700,6.000 
1404,3.800,6.000 
1405,3.900,6.000 
1406,4.100,6.000 
1407,4.200,6.000 
1408,4.300,6.000 
1409,4.400,6.000 
1410,4.500,6.000 
1411,4.600,6.000 
1412,4.700,6.000 
1413,4.800,6.000 
1414,4.900,6.000 
1415,5.100,6.000 
1416,5.200,6.000 
1417,5.300,6.000 
1418,5.400,6.000 
1419,5.500,6.000 
1420,5.600,6.000 
1421,5.700,6.000 
1422,5.800,6.000 
1423,5.900,6.000 
1424,6.100,6.000 
1425,6.200,6.000 
1426,6.300,6.000 
1427,6.400,6.000 
1428,6.500,6.000 
1429,6.600,6.000 
1430,6.700,6.000 
1431,6.800,6.000 
1432,6.900,6.000 
1433,7.100,6.000 
1434,7.200,6.000 
1435,7.300,6.000 
1436,7.400,6.000 
1437,7.500,6.000 
1438,7.600,6.000 
1439,7.700,6.000 
1440,7.800,6.000 
1441,7.900,6.000 
1442,8.100,6.000 
1443,8.200,6.000 
1444,8.300,6.000 
1445,8.400,6.000 
1446,8.500,6.000 
1447,8.600,6.000 
1448,8.700,6.000 
1449,8.800,6.000 
1450,8.900,6.000 
1451,9.100,6.000 
1452,9.200,6.000 
1453,9.300,6.000 
1454,9.400,6.000 
1455,9.500,6.000 
1456,9.600,6.000 
1457,9.700,6.000 
1458,9.800,6.000 
1459,9.900,6.000 
1460,10.000,6.000 
1461,0.000,7.000 
1462,0.100,7.000 
1463,0.200,7.000 
1464,0.300,7.000 
1465,0.400,7.000 
1466,0.500,7.000 
1467,0.600,7.000 
1468,0.700,7.000 
1469,0.800,7.000 
1470,0.900,7.000 
1471,1.100,7.000 
1472,1.200,7.000 
1473,1.300,7.000 
1474,1.400,7.000 
1475,1.500,7.000 
1476,1.600,7.000 
1477,1.700,7.000 
1478,1.800,7.000 
1479,1.900,7.000 
1480,2.100,7.000 
1481,2.200,7.000 
1482,2.300,7.000 
1483,2.400,7.000 
1484,2.500,7.000 
1485,2.600,7.000 
1486,2.700,7.000 
1487,2.800,7.000 
1488,2.900,7.000 
1489,3.100,7.000 
1490,3.200,7.000 
1491,3.300,7.000 
1492,3.400,7.000 
1493,3.500,7.000 
1494,3.600,7.000 
1495,3.700,7.000 
1496,3.800,7.000 
1497,3.900,7.000 
1498,4.100,7.000 
1499,4.200,7.000 
1500,4.300,7.000 
1501,4.400,7.000 
1502,4.500,7.000 
1503,4.600,7.000 
1504,4.700,7.000 
1505,4.800,7.000 
1506,4.900,7.000 
1507,5.100,7.000 
1508,5.200,7.000 
1509,5.300,7.000 
1510,5.400,7.000 
1511,5.500,7.000 
1512,5.600,7.000 
1513,5.700,7.000 
1514,5.800,7.000 
1515,5.900,7.000 
1516,6.100,7.000 
1517,6.200,7.000 
1518,6.300,7.000 
1519,6.400,7.000 
1520,6.500,7.000 
1521,6.600,7.000 
1522,6.700,7.000 
1523,6.800,7.000 
1524,6.900,7.000 
1525,7.100,7.000 
1526,7.200,7.000 
1527,7.300,7.000 
1528,7.400,7.000 
1529,7.500,7.000 
1530,7.600,7.000 
1531,7.700,7.000 
1532,7.800,7.000 
1533,7.900,7.000 
1534,8.100,7.000 
1535,8.200,7.000 
1536,8.300,7.000 
1537,8.400,7.000 
1538,8.500,7.000 
1539,8.600,7.000 
1540,8.700,7.000 
1541,8.800,7.000 
1542,8.900,7.000 
1543,9.100,7.000 
1544,9.200,7.000 
1545,9.300,7.000 
1546,9.400,7.000 
1547,9.500,7.000 
1548,9.600,7.000 
1549,9.700,7.000 
1550,9.800,7.000 
1551,9.900,7.000 
1552,10.000,7.000 
1553,0.000,8.000 
1554,0.100,8.000 
1555,0.200,8.000 
1556,0.300,8.000 
1557,0.400,8.000 
1558,0.500,8.000 
1559,0.600,8.000 
1560,0.700,8.000 
1561,0.800,8.000 
1562,0.900,8.000 
1563,1.100,8.000 
1564,1.200,8.000 
1565,1.300,8.000 
1566,1.400,8.000 
1567,1.500,8.000 
1568,1.600,8.000 
1569,1.700,8.000 
1570,1.800,8.000 
1571,1.900,8.000 
1572,2.100,8.000 
1573,2.200,8.000 
1574,2.300,8.000 
1575,2.400,8.000 
1576,2.500,8.000 
1577,2.600,8.000 
1578,2.700,8.000 
1579,2.800,8.000 
1580,2.900,8.000 
1581,3.100,8.000 
1582,3.200,8.000 
1583,3.300,8.000 
1584,3.400,8.000 
1585,3.500,8.000 
1586,3.600,8.000 
1587,3.700,8.000 
1588,3.800,8.000 
1589,3.900,8.000 
1590,4.100,8.000 
1591,4.200,8.000 
1592,4.300,8.000 
1593,4.400,8.000 
1594,4.500,8.000 
1595,4.600,8.000 
1596,4.700,8.000 
1597,4.800,8.000 
1598,4.900,8.000 
1599,5.100,8.000 
1600,5.200,8.000 
1601,5.300,8.000 
1602,5.400,8.000 
1603,5.500,8.000 
1604,5.600,8.000 
1605,5.700,8.000 
1606,5.800,8.000 
1607,5.900,8.000 
1608,6.100,8.000 
1609,6.200,8.000 
1610,6.300,8.000 
1611,6.400,8.000 
1612,6.500,8.000 
1613,6.600,8.000 
1614,6.700,8.000 
1615,6.800,8.000 
1616,6.900,8.000 
1617,7.100,8.000 
1618,7.200,8.000 
1619,7.300,8.000 
1620,7.400,8.000 
1621,7.500,8.000 
1622,7.600,8.000 
1623,7.700,8.000 
1624,7.800,8.000 
1625,7.900,8.000 
1626,8.100,8.000 
1627,8.200,8.000 
1628,8.300,8.000 
1629,8.400,8.000 
1630,8.500,8.000 
1631,8.600,8.000 
1632,8.700,8.000 
1633,8.800,8.000 
1634,8.900,8.000 
1635,9.100,8.000 
1636,9.200,8.000 
1637,9.300,8.000 
1638,9.400,8.000 
1639,9.500,8.000 
1640,9.600,8.000 
1641,9.700,8.000 
1642,9.800,8.000 
1643,9.900,8.000 
1644,10.000,8.000 
1645,0.000,9.000 
1646,0.100,9.000 
1647,0.200,9.000 
1648,0.300,9.000 
1649,0.400,9.000 
1650,0.500,9.000 
1651,0.600,9.000 
1652,0.700,9.000 
1653,0.800,9.000 
1654,0.900,9.000 
1655,1.100,9.000 
1656,1.200,9.000 
1657,1.300,9.000 
1658,1.400,9.000 
1659,1.500,9.000 
1660,1.600,9.000 
1661,1.700,9.000 
1662,1.800,9.000 
1663,1.900,9.000 
1664,2.100,9.000 
1665,2.200,9.000 
1666,2.300,9.000 
1667,2.400,9.000 
1668,2.500,9.000 
1669,2.600,9.000 
1670,2.700,9.000 
1671,2.800,9.000 
1672,2.900,9.000 
1673,3.100,9.000 
1674,3.200,9.000 
1675,3.300,9.000 
1676,3.400,9.000 
1677,3.500,9.000 
1678,3.600,9.000 
1679,3.700,9.000 
1680,3.800,9.000 
1681,3.900,9.000 
1682,4.100,9.000 
1683,4.200,9.000 
1684,4.300,9.000 
1685,4.400,9.000 
1686,4.500,9.000 
1687,4.600,9.000 
1688,4.700,9.000 
1689,4.800,9.000 
1690,4.900,9.000 
1691,5.100,9.000 
1692,5.200,9.000 
1693,5.300,9.000 
1694,5.400,9.000 
1695,5.500,9.000 
1696,5.600,9.000 
1697,5.700,9.000 
1698,5.800,9.000 
1699,5.900,9.000 
1700,6.100,9.000 
1701,6.200,9.000 
1702,6.300,9.000 
1703,6.400,9.000 
1704,6.500,9.000 
1705,6.600,9.000 
1706,6.700,9.000 
1707,6.800,9.000 
1708,6.900,9.000 
1709,7.100,9.000 
1710,7.200,9.000 
1711,7.300,9.000 
1712,7.400,9.000 
1713,7.500,9.000 
1714,7.600,9.000 
1715,7.700,9.000 
1716,7.800,9.000 
1717,7.900,9.000 
1718,8.100,9.000 
1719,8.200,9.000 
1720,8.300,9.000 
1721,8.400,9.000 
1722,8.500,9.000 
1723,8.600,9.000 
1724,8.700,9.000 
1725,8.800,9.000 
1726,8.900,9.000 
1727,9.100,9.000 
1728,9.200,9.000 
1729,9.300,9.000 
1730,9.400,9.000 
1731,9.500,9.000 
1732,9.600,9.000 
1733,9.700,9.000 
1734,9.800,9.000 
1735,9.900,9.000 
1736,10.000,9.000 
